Station,Lat,Lon,UTM_X,UTM_Y,Elev,File
524R,-20.01286111111111,140.4263611111111,439998.47563546174,7786992.68427588,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\524R.edi
525,-20.01311111111111,140.4450277777778,441951.1126472257,7786971.599757835,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\525.edi
526,-20.013444444444445,140.46641666666665,444188.51234158897,7786941.985521469,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\526.edi
527,-20.012194444444443,140.48375,446001.1477361521,7787085.999977868,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\527.edi
528,-20.01325,140.5028888888889,448003.4285598146,7786975.247321604,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\528.edi
529,-20.013055555555557,140.5220277777778,450005.2832685961,7787002.595216153,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\529.edi
530,-20.013444444444445,140.5408888888889,451978.26026237593,7786965.081112606,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\530.edi
531,-20.01338888888889,140.56044444444444,454023.732232039,7786976.719181644,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\531.edi
532R,-20.013194444444444,140.57930555555555,455996.5249777298,7787003.305672566,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\532R.edi
533,-20.013194444444444,140.59822222222223,457975.1815711479,7787008.166083485,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\533.edi
534,-20.013166666666667,140.61758333333333,460000.3157474638,7787015.983101761,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\534.edi
535,-20.013305555555554,140.63827777777777,462164.9511751297,7787005.424132749,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\535.edi
536,-20.013416666666668,140.65722222222223,464146.5265895526,7786997.297732048,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\536.edi
537,-20.013416666666668,140.6749722222222,466003.1363271519,7787001.00073464,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\537.edi
538,-20.01361111111111,140.69397222222221,467990.5297792468,7786983.228878724,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\538.edi
539,-20.014017222222222,140.71302805555555,469983.7957913448,7786941.818234768,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\539.edi
540,-20.01121722222222,140.7321777777778,471986.3019002328,7787254.98830566,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\540.edi
541,-20.0126,140.7493438888889,473782.0828921907,7787104.748897526,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\541.edi
547,-19.994416666666666,140.4263611111111,439991.48476288986,7789033.826347705,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\547.edi
548,-19.994694444444445,140.44558333333333,442002.4774578629,7789009.855233622,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\548.edi
549,-19.994805555555555,140.46488888888888,444022.116834362,7789004.1253414955,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\549.edi
550,-19.994694444444445,140.4837222222222,445992.2726586832,7789022.602514926,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\550.edi
551,-19.994972222222223,140.50258333333332,447965.4603863263,7788997.831114605,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\551.edi
552,-19.995083333333334,140.52191666666667,449987.98394139146,7788991.42256435,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\552.edi
553,-19.995083333333334,140.54108333333332,451993.03142453986,7788997.028792184,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\553.edi
554,-19.99511111111111,140.56025000000002,453998.08283094503,7788999.33168719,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\554.edi
555R,-19.99511111111111,140.57930555555555,455991.4984435479,7789004.449992853,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\555R.edi
556,-19.995361111111112,140.59869444444445,458019.84670678835,7788981.759618659,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\556.edi
557R,-19.995972222222225,140.61494444444443,459719.9177357149,7788918.121865705,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\557R.edi
