Station,Lat,Lon,UTM_X,UTM_Y,Elev,File
610R,-19.958916666666667,140.7133888888889,470011.1124359734,7793039.360289563,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\610R.edi
611,-19.95788333333333,140.73231666666666,471991.40564315935,7793156.979452669,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\611.edi
612,-19.959365833333333,140.7515563888889,474004.7744863056,7792996.020501113,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\612.edi
613,-19.95921694444444,140.7656861111111,475483.183323581,7793014.62268301,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\613.edi
620,-19.941027777777776,140.44511111111112,441933.43498141225,7794948.638900362,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\620.edi
621,-19.940555555555555,140.4648611111111,444000.0622890719,7795007.601708172,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\621.edi
622,-19.94080555555556,140.48416666666665,446020.431918418,7794986.255416846,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\622.edi
623,-19.94077777777778,140.50316666666666,448008.7240261315,7794995.322101765,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\623.edi
624R,-19.939083333333333,140.5208888888889,449862.7706531773,7795188.220112282,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\624R.edi
625,-19.94083333333333,140.54144444444444,452014.3993953189,7795000.564327359,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\625.edi
626,-19.94108333333333,140.559,453851.6038048839,7794977.817485156,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\626.edi
627,-19.94086111111111,140.57816666666668,455857.2644037231,7795007.559767041,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\627.edi
628,-19.93797222222222,140.60027777777776,458170.3501186017,7795332.905819936,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\628.edi
629,-19.944805555555558,140.61441666666667,459651.6927560171,7794580.178648204,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\629.edi
630,-19.94022222222222,140.63938888888887,462263.7810286071,7795093.17945796,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\630.edi
631,-19.94108333333333,140.65602777777778,464005.1724119456,7795001.539425135,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\631.edi
632,-19.941111111111116,140.6748611111111,465976.0013740685,7795002.390349636,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\632.edi
633,-19.939716666666666,140.69608333333335,468196.52785261214,7795160.858128954,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\633.edi
634,-19.9412,140.71336666666664,470005.4407382196,7794999.890688388,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\634.edi
635,-19.94140055555556,140.73229972222222,471986.7249556408,7794980.96595303,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\635.edi
636,-19.941233333333333,140.75046666666665,473887.77202961856,7795002.397393825,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\636.edi
637,-19.9412175,140.77037055555556,475970.6061054852,7795007.119904016,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\637.edi
63_Paralell,-20.240222222222226,140.2529722222222,421974.5216981583,7761759.359917812,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\63_Paralell.edi
644,-19.922027777777775,140.44575,441993.35948809126,7797051.459554147,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\644.edi
645,-19.922472222222225,140.46488888888888,443996.5977399118,7797008.764770494,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\645.edi
646,-19.921833333333336,140.4838611111111,445982.0087418519,7797085.673040606,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\646.edi
647,-19.92255555555556,140.50333333333333,448020.2061477411,7797011.887941111,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\647.edi
648,-19.922666666666668,140.52222222222224,449997.1373772448,7797005.320576146,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\648.edi
649,-19.921861111111117,140.54149999999998,452014.4856538443,7797100.082153993,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\649.edi
650,-19.92313888888889,140.56072222222224,454026.6380487024,7796964.051933716,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\650.edi
651,-19.92275,140.5796388888889,456006.3144158436,7797012.147912472,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\651.edi
652,-19.92288888888889,140.59719444444443,457843.6849512216,7797001.2757982,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\652.edi
